Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,SoC,SoH
3.696810652700465,-0.0009470102151557,24.62331281477057,0.0,0.003,0.0,-0.0,73.254481160949
3.164960164525705,-3.570389776467896,24.62073695518366,-3.566,1.462,2.469000000000001,-0.1671360088070352,73.254481160949
3.884530001138826,1.507615630235585,24.73329711527899,1.5,4.602,10.985,0.0762858592634298,73.254481160949
3.9126435372977832,1.508393523582197,24.85527854041321,1.5,4.65,19.282000000000004,0.3135701877141246,73.254481160949
3.927197695748821,1.5091148959533558,24.921812605286807,1.5,4.667,27.954,0.5616976774803529,73.254481160949
3.936676198949775,1.5083636431717984,24.95453096405984,1.498,4.677,36.297,0.800292824674851,73.254481160949
3.944303824055128,1.5055034031471948,24.9674571638711,1.5,4.683,44.594,1.037122510304664,73.254481160949
3.950839569418324,1.5088893781613264,24.97553742117454,1.5,4.688,52.922,1.275371695848959,73.254481160949
3.956855027630401,1.508689207224637,24.96020341856205,1.5,4.699,61.204,1.5122734718414421,73.254481160949
3.962359909715561,1.5085880168652033,24.95430998539996,1.5,4.704,69.547,1.7509041107919547,73.254481160949
3.9675309557119824,1.5078739216470407,24.943949002881546,1.5,4.704,77.86,1.9885641243652583,73.254481160949
3.9724533946958394,1.5077841091329187,24.949653293787573,1.5,4.71,86.172,2.226181395093815,73.254481160949
3.9767602257670727,1.5069734661209842,24.942518803946577,1.498,4.715,94.5,2.464128063773857,73.254481160949
3.981048771941807,1.5069356393315867,24.935356930283504,1.5,4.721,102.797,2.701183053474447,73.254481160949
3.9848838424420423,1.5048138823068795,24.92800398870994,1.498,4.726,111.079,2.9374763069487275,73.254481160949
3.9889278939671216,1.5092607506028652,24.922810392245843,1.5,4.726,119.375,3.174868443021825,73.254481160949
3.9925134452355246,1.5090695438753745,24.920764359375067,1.498,4.731,127.657,3.4118299413398896,73.254481160949
3.996105098359465,1.5066653855928696,24.91821250903528,1.498,4.737,135.985,3.6497279650125725,73.254481160949
3.99930612392413,1.5066101144790172,24.912829303661415,1.498,4.737,144.25,3.8858176667168545,73.254481160949
4.002496956411327,1.5063120667867336,24.914874352696923,1.5,4.742,152.563,4.123231512197473,73.254481160949
4.005608868766002,1.505751975744056,24.915159586510363,1.498,4.748,160.844,4.359643520975406,73.254481160949
