Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,SoC,SoH
3.682200542367346,-0.0030676951380532,29.039451096905488,0.0,-0.007,0.0,-0.0,80.50272626591692
3.2147194661017795,-3.497906200643411,29.019474091871217,-3.486,1.428,2.5159999999999982,-0.15183633470561336,80.50272626591692
3.86293174373562,1.5115295090560363,29.046881172995647,1.507,4.635,7.454000000000001,-0.02306338878036505,80.50272626591692
3.8798973735019526,1.5114287074128894,29.066055117170155,1.507,4.656,12.204,0.10079864072298263,80.50272626591692
3.888299635847172,1.512090297555666,29.08291688372464,1.507,4.667,17.204,0.23123679547159423,80.50272626591692
3.8933538814151096,1.5110003760873392,29.09070265794308,1.507,4.678,21.954,0.3550637230961551,80.50272626591692
3.897114156330371,1.509978882481645,29.089931616673915,1.507,4.678,26.688,0.4783901197640422,80.50272626591692
3.900145195604022,1.5105479005943938,29.08256443848852,1.507,4.678,31.422,0.6017629905610039,80.50272626591692
3.9027251067983872,1.5121260949252495,29.067506438732178,1.507,4.683,36.157,0.7252908474489459,80.50272626591692
3.904789678259504,1.5102377693879514,29.06392614956575,1.507,4.683,40.891000000000005,0.8486383885114137,80.50272626591692
3.906587787932208,1.5121017959206036,29.04267016063069,1.507,4.683,45.625,0.9721381725477614,80.50272626591692
3.9084861497244,1.513889289429803,29.03017767443217,1.507,4.689,50.375,1.0962018474749917,80.50272626591692
3.910055712394418,1.5120868155873068,29.02011395216392,1.507,4.689,55.141,1.220535210271858,80.50272626591692
3.911593561228388,1.5115541530526508,29.00652981008633,1.507,4.689,59.875,1.3439902659862744,80.50272626591692
3.9129756868445096,1.513428473589377,28.979503798573635,1.507,4.694,64.625,1.468016176919118,80.50272626591692
3.914372630352372,1.5107236597152265,28.97756379950753,1.507,4.694,69.36,1.5914294667636768,80.50272626591692
3.915876607809242,1.5140727728027434,28.96052421797056,1.507,4.694,74.11,1.7155081782075754,80.50272626591692
3.9171531119489966,1.513728809101664,28.94112279210708,1.507,4.694,78.86,1.8395587017244606,80.50272626591692
3.918589857474087,1.5108117582987937,28.91928253816432,1.507,4.694,83.57900000000001,1.9625621393116717,80.50272626591692
3.92004366103251,1.5122243041334429,28.89966338489044,1.507,4.699,88.313,2.0860719291147403,80.50272626591692
3.921538694689866,1.5114535331303416,28.8817129390262,1.507,4.699,93.047,2.209518766772205,80.50272626591692
3.922784122454653,1.511799149345458,28.869841035879578,1.507,4.699,97.782,2.3330199149835846,80.50272626591692
3.924221668691652,1.511994937645719,28.857654110584143,1.507,4.699,102.579,2.458154388551464,80.50272626591692
3.92549343339768,1.5134784158505192,28.84072366191612,1.507,4.699,107.313,2.581766606991702,80.50272626591692
3.9269098056349434,1.513010027702038,28.822515591168827,1.507,4.705,112.047,2.705340570179985,80.50272626591692
3.928552337603103,1.510659017619967,28.80097876351352,1.507,4.705,116.766,2.8283315723142333,80.50272626591692
3.929557139334869,1.5113643084742705,28.79399120972509,1.507,4.705,121.485,2.9513799960293645,80.50272626591692
3.931193882876476,1.5125472134181646,28.769533978495037,1.507,4.71,126.219,3.0749161592069205,80.50272626591692
3.932487951137811,1.5113727275259756,28.752034446527865,1.507,4.71,130.938,3.197965268363038,80.50272626591692
3.933981861610708,1.511260929770891,28.73844379831296,1.507,4.71,135.672,3.321396375285072,80.50272626591692
3.93533286681446,1.511574588174138,28.721056486787496,1.507,4.71,140.40699999999998,3.4448791787563353,80.50272626591692
3.936750127743334,1.510931753171758,28.704878529246187,1.507,4.716,145.219,3.57031667657484,80.50272626591692
3.938087695682212,1.5097337536363111,28.68071812870688,1.507,4.716,149.969,3.6940398041149978,80.50272626591692
3.9394308954429182,1.511444692409887,28.66592681575642,1.507,4.716,154.719,3.8179031435935764,80.50272626591692
3.94085511066044,1.5118200807527324,28.65123464185576,1.507,4.716,159.454,3.9414060017231245,80.50272626591692
3.94204142679036,1.5117033290636663,28.643489710559432,1.507,4.721,164.172,4.064455946001533,80.50272626591692
3.94343300126645,1.5101618339031873,28.63574087094148,1.507,4.721,168.907,4.187823339449794,80.50272626591692
3.944640283646113,1.510383711284434,28.61942916340402,1.507,4.721,173.625,4.310765869203751,80.50272626591692
3.9459740105321854,1.5135115923508022,28.602527873556667,1.507,4.721,178.36,4.434406909461967,80.50272626591692
3.947347806863105,1.512475421315415,28.59370992521531,1.507,4.721,183.094,4.557937209073188,80.50272626591692
3.948611784393044,1.5124167976173322,28.580377429387458,1.507,4.726,187.844,4.681880212860969,80.50272626591692
3.949836844188495,1.5115087719733045,28.563298108660003,1.507,4.726,192.579,4.805357639707715,80.50272626591692
3.9509269059691934,1.5116274500600653,28.540679537443797,1.507,4.726,197.297,4.928401407571092,80.50272626591692
3.952255422173073,1.5110927210849754,28.532594879794637,1.507,4.726,202.016,5.051427719873399,80.50272626591692
