Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,SoC,SoH
4.207616345532635,-0.0048571344507783,45.11966524846153,0.0004,0.0,0.0,1.7598362095817717,100.0,87.92043411249428
4.207590270937838,-0.0028555944421755,45.13749031424935,0.0004,4.223,9.344,1.7598362095817717,99.99957849081993,87.92043411249428
4.074683590049991,-0.9962485946229372,45.11897406254831,1.0002,3.543,20.812000000000005,1.7598362095817717,99.81909682706616,87.92043411249428
4.066581235489577,-0.9963197584693252,45.108504377146026,1.0002,3.536,31.625,1.7598362095817717,99.64891129926671,87.92043411249428
4.060931951171694,-0.9967334479204654,45.15243606933828,1.0,3.531,42.453,1.7598362095817717,99.47841892480989,87.92043411249428
4.056082436690237,-0.9971039598324616,45.16400457768996,1.0,3.527,53.187,1.7598362095817717,99.30934380193062,87.92043411249428
4.0519722089417085,-0.997311401571246,45.19733292621856,1.0,3.523,63.953,1.7598362095817717,99.13972935548853,87.92043411249428
4.048364609692814,-0.9961063749217012,45.214392335718166,1.0002,3.522,74.703,1.7598362095817717,98.97057161963177,87.92043411249428
4.045155832586413,-0.9966617789566704,45.21814780176446,1.0,3.517,85.39,1.7598362095817717,98.8023114614048,87.92043411249428
4.042254539335634,-0.9955281131106036,45.23469997595657,1.0002,3.515,96.094,1.7598362095817717,98.6339753429096,87.92043411249428
4.039543472161791,-0.9961585373754368,45.24729722439203,1.0002,3.515,106.89,1.7598362095817717,98.46408487322171,87.92043411249428
4.037007298411946,-0.9967336650820492,45.25607808832804,1.0002,3.513,117.594,1.7598362095817717,98.29554490519493,87.92043411249428
4.034404866793982,-0.996281571501164,45.287730966595554,1.0,3.513,128.406,1.7598362095817717,98.12538163864151,87.92043411249428
4.032179920710537,-0.9947067574684174,45.32346520476301,1.0,3.511,139.234,1.7598362095817717,97.95523593186016,87.92043411249428
4.029894574046076,-0.9953002917086228,45.33483249262761,1.0,3.509,150.047,1.7598362095817717,97.78522454342439,87.92043411249428
4.027560159025696,-0.995001000504707,45.34927488591609,1.0,3.507,160.859,1.7598362095817717,97.61527999630738,87.92043411249428
4.025412078322059,-0.9963569958496156,45.37582508074993,1.0002,3.505,171.656,1.7598362095817717,97.44533994083467,87.92043411249428
4.02352221006316,-0.9964449507313982,45.401868097461886,1.0,3.504,182.453,1.7598362095817717,97.27538488365319,87.92043411249428
4.021421316735903,-0.9966943215820584,45.42292461979163,1.0,3.502,193.25,1.7598362095817717,97.10538729342746,87.92043411249428
4.019145709497723,-0.996066903232181,45.436836539702384,1.0,3.5,203.953,1.7598362095817717,96.93697580466191,87.92043411249428
4.017428070138082,-0.9963007890567794,45.44572848978323,1.0,3.498,214.687,1.7598362095817717,96.76803687239372,87.92043411249428
4.015487519932118,-0.9949423734493724,45.46827071681395,1.0002,3.497,225.437,1.7598362095817717,96.59907680604152,87.92043411249428
4.013757782440096,-0.9958459545545818,45.49422878801406,1.0,3.495,236.203,1.7598362095817717,96.4297115906662,87.92043411249428
4.011652534220845,-0.9988208803610727,45.51215917197054,1.0,3.493,246.953,1.7598362095817717,96.26009288035367,87.92043411249428
4.009772622316986,-0.9950623386413592,45.52408758293715,1.0,3.49,257.64,1.7598362095817717,96.09210274560527,87.92043411249428
4.007980939346188,-0.9988176476704076,45.54201598343541,1.0,3.488,268.359,1.7598362095817717,95.92297371570686,87.92043411249428
4.006112610204136,-0.9962001013942556,45.54748646177986,1.0,3.486,279.062,1.7598362095817717,95.75453970626455,87.92043411249428
4.004529070192038,-0.9945211661872576,45.55559887810379,1.0002,3.484,289.812,1.7598362095817717,95.58565116888613,87.92043411249428
4.002606300923878,-0.9971312125945216,45.58142429597824,1.0,3.481,300.531,1.7598362095817717,95.41680770175189,87.92043411249428
4.00077953767404,-0.996136651346148,45.58054448666692,1.0,3.48,311.344,1.7598362095817717,95.24665345124285,87.92043411249428
3.998705115854957,-0.9975008621972484,45.59951173328177,1.0,3.479,322.14,1.7598362095817717,95.07653405394365,87.92043411249428
3.997165444565161,-0.9961312838270426,45.638431822988096,1.0,3.477,332.859,1.7598362095817717,94.90785990398437,87.92043411249428
3.9953592956970887,-0.9964011963865238,45.6490852267145,1.0002,3.475,343.64,1.7598362095817717,94.73816415377631,87.92043411249428
3.993466009040708,-0.9963672019027108,45.62257236344048,1.0,3.473,354.344,1.7598362095817717,94.5696861518441,87.92043411249428
3.991699738583365,-0.9971386490888584,45.66909857335709,1.0,3.471,365.125,1.7598362095817717,94.39986480705623,87.92043411249428
3.9901890505871287,-0.9979455966620993,45.70869681126449,1.0002,3.469,375.828,1.7598362095817717,94.23113567541306,87.92043411249428
3.9882671360950175,-0.9966306010529196,45.69789809815393,1.0002,3.468,386.609,1.7598362095817717,94.06140085560422,87.92043411249428
3.98647132386124,-0.9956936627019264,45.70196786037268,1.0002,3.467,397.297,1.7598362095817717,93.89328840928994,87.92043411249428
3.9850283641008337,-0.9963930831668026,45.68885727250592,1.0,3.465,407.953,1.7598362095817717,93.72556155739565,87.92043411249428
3.982800843924189,-0.996997794803418,45.72974445213804,1.0002,3.463,418.656,1.7598362095817717,93.55699267675726,87.92043411249428
3.981215494091932,-0.9957595124039176,45.7475308046549,1.0002,3.462,429.484,1.7598362095817717,93.38666689506314,87.92043411249428
3.979455359420181,-0.9963822111633084,45.73259037891414,1.0,3.46,440.234,1.7598362095817717,93.21746231698626,87.92043411249428
3.9777096983203455,-0.9954829696481904,45.71942629804813,1.0,3.458,450.937,1.7598362095817717,93.04914955765737,87.92043411249428
3.975842929000532,-0.9974716169547526,45.77566392744943,1.0,3.457,461.719,1.7598362095817717,92.87925574838903,87.92043411249428
3.974279756210759,-0.9962876068632016,45.77840362413939,1.0,3.455,472.484,1.7598362095817717,92.70983115892064,87.92043411249428
3.9725702833354464,-0.9976143214083856,45.77970883925089,1.0,3.453,483.25,1.7598362095817717,92.54016519438659,87.92043411249428
3.970814867821973,-0.99541859263485,45.79571780840905,1.0,3.452,493.984,1.7598362095817717,92.37137585280747,87.92043411249428
