Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,SoC,SoH
4.192884657368934,-0.0033975734212163,25.441773230195786,0.0004,0.0,0.0,1.4234424290662009,100.0,70.80063719928732
4.192777038490953,-0.0045977411067125,25.43001252418307,0.0006,4.209,9.297,1.4234424290662009,99.99916147178347,70.80063719928732
3.571147897979613,-4.029563335475068,25.54539091479902,3.995,1.643,23.532,1.4234424290662009,98.87391983183123,70.80063719928732
3.5095681146219477,-4.027692289140663,25.983284353036588,3.995,1.583,37.203,1.4234424290662009,97.793762782894,70.80063719928732
3.4612435889346003,-4.029025890352166,26.48597674610196,3.995,1.541,51.016000000000005,1.4234424290662009,96.70202483264111,70.80063719928732
3.4203347741116548,-4.029287839287213,27.01944526444303,3.995,1.499,64.813,1.4234424290662009,95.61148057661967,70.80063719928732
3.3868818417662845,-4.029355230178599,27.537761653344795,3.995,1.462,78.578,1.4234424290662009,94.52344747139787,70.80063719928732
3.359207373577493,-4.02780294800234,28.073646900646413,3.995,1.43,92.344,1.4234424290662009,93.43575451065888,70.80063719928732
3.335562253999672,-4.027248595672455,28.58648508276828,3.995,1.401,106.094,1.4234424290662009,92.3494752846795,70.80063719928732
3.316317975165394,-4.027277066140729,29.111782325657853,3.995,1.379,119.828,1.4234424290662009,91.26445242223825,70.80063719928732
3.2995533922016103,-4.028127044923409,29.637400427634866,3.995,1.363,133.641,1.4234424290662009,90.17295803052599,70.80063719928732
3.2856919208229125,-4.02675412581121,30.14459097969654,3.995,1.348,147.438,1.4234424290662009,89.0830995350627,70.80063719928732
3.2686718875720158,-4.027960559584588,30.662247582321484,3.995,1.335,161.188,1.4234424290662009,87.99662826938449,70.80063719928732
3.2562536255590677,-4.027423378527142,31.150146729684337,3.995,1.32,174.969,1.4234424290662009,86.90785272663413,70.80063719928732
3.2445948223766505,-4.030362149413652,31.623556790156933,3.995,1.308,188.735,1.4234424290662009,85.81946866322797,70.80063719928732
3.233888116231955,-4.026703022695541,32.099106538563525,3.995,1.297,202.5,1.4234424290662009,84.73215172458335,70.80063719928732
3.2234267394116207,-4.0276375655891234,32.533430374161625,3.995,1.287,216.235,1.4234424290662009,83.64695272717306,70.80063719928732
3.213908390753533,-4.030892514247867,32.95129216908619,3.995,1.277,229.938,1.4234424290662009,82.56340707804628,70.80063719928732
3.204733239695993,-4.031488800527161,33.333184049552365,3.995,1.268,243.672,1.4234424290662009,81.47724949653188,70.80063719928732
3.1989953449409163,-4.029920475241795,33.73065263362114,3.995,1.259,257.438,1.4234424290662009,80.38898470556627,70.80063719928732
3.1902023614518504,-4.02920907109052,34.08287692639833,3.995,1.253,271.235,1.4234424290662009,79.29846176849941,70.80063719928732
3.179478351271236,-4.028705531981443,34.41581802741756,3.995,1.243,284.985,1.4234424290662009,78.21178955966623,70.80063719928732
3.1709377470957905,-4.030366733436458,34.77235650370342,3.995,1.232,298.75,1.4234424290662009,77.12348332165575,70.80063719928732
3.162947443302889,-4.030634546917283,35.091637092216,3.995,1.226,312.578,1.4234424290662009,76.03012344839546,70.80063719928732
3.156048262696754,-4.028727912198667,35.440852096199045,3.995,1.219,326.282,1.4234424290662009,74.94708063556958,70.80063719928732
3.1525152467361752,-4.027944392526042,35.736626988142234,3.995,1.216,340.032,1.4234424290662009,73.86061373067005,70.80063719928732
3.1481672481411502,-4.029789842148156,36.03076530561239,3.995,1.211,353.86,1.4234424290662009,72.76748299410983,70.80063719928732
3.144306969659476,-4.02990458319771,36.30554372408805,3.995,1.208,367.657,1.4234424290662009,71.67677181367,70.80063719928732
3.139682005003491,-4.026188080993373,36.5741513659798,3.995,1.204,381.438,1.4234424290662009,70.58833022183973,70.80063719928732
3.134316748967937,-4.026920006817663,36.82703968465581,3.995,1.2,395.203,1.4234424290662009,69.5009546917097,70.80063719928732
3.129269870201512,-4.028140492351195,37.08907297134994,3.995,1.196,408.938,1.4234424290662009,68.41562018667017,70.80063719928732
3.130323026440545,-4.026191619676793,37.3528031632322,3.995,1.191,422.657,1.4234424290662009,67.33207448442852,70.80063719928732
3.128224365315872,-4.027260980545261,37.58746900666843,3.995,1.195,436.469,1.4234424290662009,66.24089377100262,70.80063719928732
3.123276906537074,-4.028224918131732,37.83080180331819,3.995,1.191,450.172,1.4234424290662009,65.15806519933572,70.80063719928732
3.11814661779703,-4.026947111597735,38.05069012006968,3.995,1.187,463.922,1.4234424290662009,64.07186729336416,70.80063719928732
3.1130518284176376,-4.030468037144823,38.3017054531686,3.995,1.182,477.657,1.4234424290662009,62.98590565908688,70.80063719928732
3.1082826838048057,-4.029098887393364,38.54136489263895,3.995,1.178,491.453,1.4234424290662009,61.89549158213878,70.80063719928732
3.102923680677858,-4.026858295945556,38.80108567527746,3.995,1.173,505.219,1.4234424290662009,60.80805372111687,70.80063719928732
3.0985497023119875,-4.029137566407904,39.04912782339253,3.995,1.169,518.985,1.4234424290662009,59.720000351722405,70.80063719928732
3.0937060034564072,-4.027622808461538,39.27957982528792,3.995,1.165,532.782,1.4234424290662009,58.62990674352644,70.80063719928732
3.0889714332849554,-4.029385773063757,39.531056427467824,3.995,1.16,546.5,1.4234424290662009,57.545580461278014,70.80063719928732
3.084298904530754,-4.025326691759339,39.76563127862711,3.995,1.156,560.188,1.4234424290662009,56.46471542922815,70.80063719928732
3.07988329576832,-4.027969104396411,40.00770702600377,3.995,1.152,573.938,1.4234424290662009,55.378241858737766,70.80063719928732
3.0752239629930567,-4.026410233186054,40.269526720137,3.995,1.147,587.735,1.4234424290662009,54.288476439307274,70.80063719928732
3.070786126659899,-4.028293123570879,40.520779147010245,3.995,1.143,601.485,1.4234424290662009,53.20191547036366,70.80063719928732
3.066485828123979,-4.029715430131872,40.75539589981916,3.995,1.138,615.219,1.4234424290662009,52.116235667604215,70.80063719928732
3.0620605745888905,-4.0262011439947685,41.005830260713545,3.995,1.134,628.922,1.4234424290662009,51.03395110738222,70.80063719928732
3.057667468102783,-4.029060655351975,41.23590697993229,3.995,1.13,642.641,1.4234424290662009,49.94963327813594,70.80063719928732
3.0533102226967066,-4.027540944781387,41.46103313961959,3.995,1.126,656.391,1.4234424290662009,48.86327519614451,70.80063719928732
3.049213223828511,-4.028203590183149,41.695613299166,3.995,1.122,670.141,1.4234424290662009,47.776738377251924,70.80063719928732
3.045178444683483,-4.027988421765017,41.931415848976286,3.995,1.118,683.86,1.4234424290662009,46.69270911203951,70.80063719928732
3.0407429359109277,-4.026861199350774,42.15443704102628,3.995,1.114,697.578,1.4234424290662009,45.609062204212556,70.80063719928732
3.036419455920992,-4.028243781481963,42.3978154022,3.995,1.109,711.297,1.4234424290662009,44.52496421551403,70.80063719928732
3.032090171930219,-4.028254811100781,42.60936227813736,3.995,1.105,725.0,1.4234424290662009,43.442127608307516,70.80063719928732
3.0279545651679656,-4.028331496497872,42.834137666568125,3.995,1.1,738.719,1.4234424290662009,42.35800601337324,70.80063719928732
3.0239494031459397,-4.026355663650335,43.07539901833148,3.995,1.097,752.422,1.4234424290662009,41.27567991666774,70.80063719928732
3.01961136725121,-4.028537806759731,43.28924054434827,3.995,1.092,766.125,1.4234424290662009,40.19276723729758,70.80063719928732
3.015225809402364,-4.027620047597623,43.49642281501416,3.995,1.085,779.828,1.4234424290662009,39.11010126109391,70.80063719928732
3.010923610510573,-4.028781845906319,43.73158047250338,3.995,1.082,793.563,1.4234424290662009,38.024593950973575,70.80063719928732
3.006772060438683,-4.026200821668411,43.94638623738744,3.996,1.076,807.328,1.4234424290662009,36.93741261996636,70.80063719928732
3.002077849433201,-4.027668893415101,44.17823901505259,3.995,1.072,821.032,1.4234424290662009,35.854654503130654,70.80063719928732
2.9976182140683645,-4.028383459603639,44.402731001045,3.995,1.068,834.782,1.4234424290662009,34.768069167636675,70.80063719928732
2.992849879479276,-4.029799050978226,44.624060501404855,3.995,1.063,848.563,1.4234424290662009,33.67865138447124,70.80063719928732
2.98800404999226,-4.027514190491822,44.854488827942255,3.995,1.058,862.36,1.4234424290662009,32.58858717420059,70.80063719928732
2.983254847740082,-4.0277394423844335,45.07372099685022,3.995,1.054,876.11,1.4234424290662009,31.50217555098431,70.80063719928732
2.9782417678203474,-4.026549002878202,45.29658289929561,3.995,1.049,889.813,1.4234424290662009,30.419797482692257,70.80063719928732
2.9730912458855774,-4.028296706978756,45.50393371899626,3.995,1.044,903.532,1.4234424290662009,29.335685250460386,70.80063719928732
2.9680069565039644,-4.02885159634128,45.72606992674669,3.995,1.039,917.282,1.4234424290662009,28.248973643344254,70.80063719928732
2.96270507207191,-4.027698646785471,45.947175931974186,3.995,1.034,931.047,1.4234424290662009,27.16138785970874,70.80063719928732
2.95779747587028,-4.028062496148772,46.16754578416749,3.995,1.029,944.766,1.4234424290662009,26.077338659285164,70.80063719928732
2.9519313905570588,-4.029412822479712,46.36784147218481,3.995,1.024,958.5,1.4234424290662009,24.991740384619142,70.80063719928732
2.946114919160104,-4.029686394826541,46.58836575642278,3.995,1.018,972.235,1.4234424290662009,23.90598935455992,70.80063719928732
2.936578339665835,-4.028490010200922,46.79994649304928,3.995,1.011,986.0,1.4234424290662009,22.818189881749575,70.80063719928732
2.930445587823945,-4.02959592664716,47.02192811336629,3.995,1.002,999.75,1.4234424290662009,21.731277504671176,70.80063719928732
2.923624523017514,-4.0285761233678254,47.263846285008185,3.995,0.995,1013.532,1.4234424290662009,20.642111300167354,70.80063719928732
2.9167715301448425,-4.028224924873623,47.49465642063595,3.995,0.988,1027.297,1.4234424290662009,19.55438340744745,70.80063719928732
2.910132640467699,-4.026977670167301,47.72918794731213,3.995,0.981,1041.094,1.4234424290662009,18.46446440873316,70.80063719928732
2.9032737576022,-4.028569163043349,47.95280314429648,3.995,0.975,1054.828,1.4234424290662009,17.379093431509453,70.80063719928732
2.896172913890415,-4.029361873939112,48.18799674942152,3.996,0.967,1068.657,1.4234424290662009,16.285999743080193,70.80063719928732
2.8886486088780505,-4.029045890651277,48.41457670166334,3.996,0.96,1082.391,1.4234424290662009,15.200500326629363,70.80063719928732
2.880967886569752,-4.029852441669491,48.63697197692272,3.996,0.952,1096.141,1.4234424290662009,14.113518759151301,70.80063719928732
2.8732992191466384,-4.026892286058151,48.851787514484,3.995,0.944,1109.922,1.4234424290662009,13.024886792190426,70.80063719928732
2.864899812124133,-4.028427837833031,49.081828770862266,3.995,0.936,1123.625,1.4234424290662009,11.942003673606527,70.80063719928732
2.8562078200841383,-4.030198964660196,49.28996328195085,3.995,0.927,1137.344,1.4234424290662009,10.85737949774902,70.80063719928732
2.8467697068951607,-4.028734289635941,49.535610140351686,3.995,0.918,1151.078,1.4234424290662009,9.771964032369862,70.80063719928732
2.837138742295044,-4.029504762527149,49.77695636988273,3.995,0.908,1164.86,1.4234424290662009,8.68254676089909,70.80063719928732
