Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,SoC,SoH
3.499891147263965,-0.0004709361716969,59.63674278824714,0.0001,-0.01,0.0,-0.0,88.85299234686047
3.300170091032598,-2.240024407312273,59.45954658116524,-2.2388,2.093,2.453000000000003,-0.08589062121982852,88.85299234686047
3.624721586758188,1.496478798069866,59.36222270007466,1.5017,4.436,6.030999999999999,-0.0021943038210149716,88.85299234686047
3.646023193652844,1.498073341498379,59.194651742579815,1.5017,4.461,9.484000000000002,0.07866408796943145,88.85299234686047
3.659492439942365,1.5000672179530394,59.038291958276176,1.5017,4.474,13.0,0.16110732431058214,88.85299234686047
3.670601517102498,1.4973012097424834,58.86180531367796,1.5017,4.487,16.484,0.24264958862576705,88.85299234686047
3.679741139270711,1.4964148147721872,58.75179832378178,1.5017,4.487,20.015,0.32524295391687125,88.85299234686047
3.688505522485835,1.4993479298500028,58.610962853966825,1.5017,4.499,23.515,0.40727166998715025,88.85299234686047
3.69611235660694,1.4974263105333512,58.50851343016269,1.5017,4.512,26.953000000000003,0.4877440372528926,88.85299234686047
3.7033585827608806,1.4978723589925471,58.25878825448413,1.5017,4.512,30.39,0.5682169616536844,88.85299234686047
3.710052110292852,1.4960186891855871,58.15185520033431,1.5017,4.525,33.828,0.6486136827114822,88.85299234686047
3.716086960597707,1.4960716383575423,57.9913301970677,1.5017,4.525,37.281,0.7293640327309909,88.85299234686047
3.721909391767637,1.4970754983762689,57.84134542766305,1.5017,4.537,40.719,0.8098175471927272,88.85299234686047
3.727395937487683,1.495004693321533,57.76231495984084,1.5017,4.537,44.203,0.8912347443886294,88.85299234686047
3.732446629546872,1.4990233030577798,57.58838561349138,1.5017,4.537,47.656,0.972144410280168,88.85299234686047
3.737302050255556,1.4960286036769896,57.48241084598035,1.5017,4.55,51.14,1.0536173691146078,88.85299234686047
3.7420287037625015,1.4970307734700643,57.32692279655123,1.5017,4.55,54.625,1.135168306163411,88.85299234686047
3.7461357833111335,1.497457775544162,57.21681013901054,1.5017,4.563,58.109,1.216719096972731,88.85299234686047
3.75043184101714,1.4986928651018316,57.07588379937738,1.5017,4.563,61.578,1.2979857520853373,88.85299234686047
3.7544259735581247,1.497192092326899,57.00441031212476,1.5017,4.563,65.047,1.3791710277596725,88.85299234686047
3.7582900929968712,1.4975311650183505,56.9038378504133,1.5017,4.575,68.515,1.4603512812809063,88.85299234686047
3.7618868423907545,1.4973728381651346,56.7424007596099,1.5017,4.575,71.953,1.5408207749173932,88.85299234686047
3.765381296565596,1.4961651557226188,56.62786245685055,1.5017,4.575,75.39,1.62120198012806,88.85299234686047
3.76868190476834,1.5008392893163318,56.47953066594222,1.5017,4.575,78.844,1.7022331238242225,88.85299234686047
3.771902900244737,1.4977196499466985,56.31466906418966,1.5017,4.588,82.281,1.782697843958858,88.85299234686047
3.774881340572128,1.499011627759961,56.21428751530392,1.5017,4.588,85.75,1.8639817839839394,88.85299234686047
3.777771715411101,1.4955706478911883,56.100509622100496,1.5017,4.588,89.187,1.9443310493677664,88.85299234686047
3.780802659757905,1.4988536978754468,55.98135879637561,1.5017,4.588,92.656,2.0256064256412247,88.85299234686047
3.783343467149869,1.4994924135718206,55.83734974900205,1.5017,4.588,96.094,2.1061898262188237,88.85299234686047
3.785905889592127,1.495722751785891,55.7668167225103,1.5017,4.601,99.531,2.1865472633571708,88.85299234686047
3.788394530383506,1.4978125744480602,55.66726119348228,1.5017,4.601,103.0,2.26776618468881,88.85299234686047
3.790722242465156,1.4950615619686725,55.54134138309379,1.5017,4.601,106.484,2.349186478922386,88.85299234686047
3.792828236317984,1.4952254029359375,55.41927186528483,1.5017,4.601,109.937,2.4298911534510017,88.85299234686047
3.794765899967501,1.4967811427152613,55.30653208765696,1.5017,4.601,113.39,2.510679798912893,88.85299234686047
3.796885077388862,1.4980257211958667,55.22849182061821,1.5017,4.601,116.875,2.592284935862454,88.85299234686047
3.798599862798146,1.497539369719752,55.10038807890624,1.5017,4.613,120.328,2.6731145065677873,88.85299234686047
3.800179393287672,1.4999486481622148,55.00852300502689,1.5017,4.613,123.781,2.754074117889181,88.85299234686047
3.8018041073234703,1.495929608886632,54.87164489875939,1.5017,4.613,127.25,2.835190935369903,88.85299234686047
3.803338240862664,1.4998881364535412,54.68326955416336,1.5017,4.613,130.719,2.916522404099073,88.85299234686047
3.804669623914613,1.4974605308938906,54.60315813553668,1.5017,4.613,134.172,2.9973477194849276,88.85299234686047
3.806019489313775,1.4967883159067072,54.51787122670239,1.5017,4.613,137.625,3.0781367521192675,88.85299234686047
3.8071717360531694,1.4959563078832314,54.41422122088366,1.5017,4.613,141.109,3.1596057737614545,88.85299234686047
3.808254303032234,1.4985955256090266,54.33661602783749,1.5017,4.613,144.562,3.2404923503985543,88.85299234686047
3.8094310769439534,1.4985644120607982,54.23194175235299,1.5017,4.613,148.015,3.3213772476843135,88.85299234686047
3.810437543710393,1.497418498753616,54.11736450780388,1.5017,4.613,151.469,3.4022237010051546,88.85299234686047
3.811254769420133,1.497539930999356,54.031075894665925,1.5017,4.626,154.953,3.4837789659588876,88.85299234686047
3.81234175780858,1.496063643975882,53.9182507352288,1.5017,4.626,158.406,3.5645288844822702,88.85299234686047
3.813015796192648,1.4956793957879149,53.86521827354021,1.5017,4.626,161.859,3.6452580632396696,88.85299234686047
3.81404784432853,1.4956819021981291,53.80334066173391,1.5017,4.613,165.312,3.725987377280365,88.85299234686047
3.814635793987053,1.4981168744669195,53.67957828276211,1.5017,4.626,168.797,3.807597479815671,88.85299234686047
3.815651211237016,1.498921507901701,53.53635884357756,1.5017,4.626,172.25,3.8885016513215986,88.85299234686047
3.8165639540984295,1.496108719349296,53.44134450650925,1.5017,4.626,175.703,3.969254002784746,88.85299234686047
3.817365384449923,1.4998126872207618,53.395655501606704,1.5023,4.626,179.187,4.0509330408893485,88.85299234686047
3.818248737003073,1.4972569912393043,53.29101579782411,1.5017,4.626,182.64,4.131747370238218,88.85299234686047
3.819338322434328,1.4980822586993072,53.24773439413928,1.5017,4.626,186.109,4.212980915204591,88.85299234686047
3.819907206298292,1.4983221946818266,53.16146063544191,1.5017,4.626,189.547,4.293501427689712,88.85299234686047
3.8208672413970266,1.4960842090431057,53.067300114649925,1.5017,4.639,193.0,4.374252456210994,88.85299234686047
3.821709759288444,1.497108712599149,52.97942745638619,1.5017,4.639,196.469,4.455433210617672,88.85299234686047
3.82249557655025,1.4975605458444303,52.92834888262043,1.5017,4.639,199.922,4.536263924302682,88.85299234686047
