Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,SoC,SoH
3.545552533126468,-0.0018387408743102,58.879234299247685,0.0001,-0.01,0.0,-0.0,86.12039087245749
3.347075544718072,-2.2390424215709075,58.74880990353762,-2.2388,2.143,2.453000000000003,-0.08857708449493444,86.12039087245749
3.6675516395736634,1.496699774567415,58.610928127541904,1.5017,4.474,6.281000000000006,0.0038220990298468097,86.12039087245749
3.688083646860615,1.497083424969344,58.450065136030986,1.5017,4.499,10.016000000000004,0.09399958415680043,86.12039087245749
3.700459287436504,1.4941175919618754,58.31648918223839,1.5017,4.512,13.703000000000005,0.18284180945706952,86.12039087245749
3.7101463000319153,1.496079965402668,58.18364674590448,1.5017,4.525,17.375,0.27143880427161327,86.12039087245749
3.7187196362761927,1.4984781981110744,57.994179540944245,1.5017,4.525,21.125,0.36206280016189657,86.12039087245749
3.726179239800867,1.4967001825995143,57.844070837418485,1.5017,4.537,24.797000000000004,0.4506965238820095,86.12039087245749
3.733194841043324,1.4959305728094223,57.67338409572486,1.5017,4.537,28.516,0.5404185614453811,86.12039087245749
3.739698572902336,1.4942523448917726,57.54048169534494,1.5017,4.55,32.25,0.6304014169589343,86.12039087245749
3.745359478823358,1.4976482781575438,57.431520026965664,1.5017,4.55,35.938,0.7194777345851796,86.12039087245749
3.750886933839903,1.495951794825509,57.287581306024336,1.5017,4.55,39.625,0.8084290240347057,86.12039087245749
3.755929398935448,1.4943744265122874,57.13805897257372,1.5017,4.563,43.359,0.8984192312200545,86.12039087245749
3.760541402084806,1.49891264148689,57.06959825361073,1.5017,4.563,47.094,0.9887069000165043,86.12039087245749
3.76495716213289,1.4994140380945966,56.96616159487466,1.5017,4.563,50.781000000000006,1.0778640590697428,86.12039087245749
3.7690375742264526,1.4950044947240313,56.83123829722804,1.5017,4.575,54.469,1.1667831311689218,86.12039087245749
3.773051997401566,1.4975351473928673,56.69334071154268,1.5017,4.575,58.172,1.2562149879151938,86.12039087245749
3.77663563065892,1.497521758546099,56.50621346962747,1.5017,4.575,61.922,1.346781140871683,86.12039087245749
3.7800693930349154,1.4972946504707332,56.30842252118556,1.5017,4.588,65.60900000000001,1.4358122783093599,86.12039087245749
3.783368866867489,1.4965175354311613,56.23700820066311,1.5017,4.588,69.313,1.525207498688285,86.12039087245749
3.786294681856796,1.4964416805612917,56.0372627244703,1.5017,4.588,73.047,1.6153221945003622,86.12039087245749
3.7890291453938665,1.4970367655118677,56.008734519171,1.5017,4.588,76.73400000000001,1.7043379977543442,86.12039087245749
3.7919335836554335,1.495828313601424,55.87164690023189,1.5017,4.601,80.406,1.7929200898940008,86.12039087245749
3.79447263638338,1.4972881681283494,55.77824767168854,1.5017,4.601,84.094,1.8819749890898914,86.12039087245749
3.796854731560946,1.4972559388385482,55.597729023402245,1.5017,4.601,87.781,1.971003824682274,86.12039087245749
3.799156283935936,1.496842709076439,55.497659100529184,1.5017,4.601,91.469,2.060032229104608,86.12039087245749
3.8012418549199,1.4973116774408382,55.42491930700455,1.5017,4.613,95.156,2.149064378988643,86.12039087245749
3.803093521556713,1.4965848436050495,55.25553761344247,1.5017,4.613,98.828,2.237691272399861,86.12039087245749
3.804886052051652,1.499063755919244,55.197126167798594,1.5017,4.613,102.516,2.326851779050014,86.12039087245749
3.806340252050247,1.498012666683281,55.0305923429714,1.5017,4.613,106.203,2.415925610689585,86.12039087245749
3.808097621581167,1.4988940152471462,54.877895859762816,1.5017,4.613,109.875,2.5046892519169166,86.12039087245749
3.809502389870052,1.497488251461239,54.8082212168033,1.5017,4.613,113.563,2.5937560515615123,86.12039087245749
3.810733867712291,1.4969923479398477,54.7079125497725,1.5017,4.613,117.25,2.6827692136874055,86.12039087245749
